X,Y,COMMUNITY,RATING,DATE_RISK,COMMID,COMMTYPE,FPZONE,FMZONE,LGA,ALCOUNCIL,POPULATION,MUNSPROV,MUNSTYPE,FUELREDUC,FIREBREAK,FIREPLAN,LATITUDE,LONGITUDE
133.53597,-17.54989,Elliott North Camp,Moderate,2020/06/30,"225",Town Camp,No,Barkly,Barkly Regional Council,Northern Land Council,"197",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-17.549890000000001,133.535969999999992
133.55746,-17.56218,Elliott South Camp,Moderate,2020/06/30,"224",Town Camp,No,ERA,Barkly Regional Council,Northern Land Council,"56",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-17.562180000000001,133.557459999999992
130.32777,-14.17021,Emu Point,High,2020/06/30,"882",Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,"130",Yantjarrwu Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-14.170210000000001,130.327769999999987
134.45547,-22.80257,Engawala,Moderate,2020/06/30,"33",Minor,No,Alice Springs,Central Desert Regional Council,Central Land Council,"181",Central Desert Regional Council,Local Government Association,Yes,Yes,Yes,-22.802569999999999,134.455469999999991
133.8997361111,-23.7080972197,Ewyenper Atwatye,Moderate,2020/06/30,"35",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"113",Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.708096999999999,133.899735999999990
134.5779,-25.5821,Finke,Moderate,2020/06/30,"36",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"226",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-25.582100000000001,134.577900000000000
130.93431,-15.56298,Fitzroy Station,Moderate,2020/06/30,"950",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,"10",Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.562980000000000,130.934310000000011
132.84834,-23.91848,Five Mile,Low,2020/06/30,"57",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"5",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.918479999999999,132.848340000000007
134.09331,-15.61606,Flicks Hole,High,2020/06/30,"685",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.616059999999999,134.093310000000002
129.52127,-14.53778,Fossil Head,Moderate,2020/06/30,"911",Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,"8",West Daly Regional Council,Local Government Association,Yes,Yes,No,-14.537780000000000,129.521269999999987
134.82355,-23.07383,Foxalls Well,Low,2020/06/30,"909",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"10",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-23.073830000000001,134.823550000000012
136.75732,-12.16601,Galaru,Moderate,2020/06/30,"496",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.166010000000000,136.757319999999993
135.59373,-12.0444,Galawarra,Low,2020/06/30,"807",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"12",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.044400000000000,135.593729999999994
134.81751,-12.28695,Galawdjapin,Low,2020/06/30,"489",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"8",Dinybulu Regional Services,Aboriginal Corporation,Yes,Yes,No,-12.286949999999999,134.817509999999999
135.5664,-12.0235,Galiwinku,Moderate,2020/06/30,"492",Major,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"2453",East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-12.023500000000000,135.566399999999987
136.6892,-12.1925,Galupa,High,2020/06/30,"495",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.192500000000001,136.689200000000000
134.68321,-12.27398,Gamardi,Moderate,2020/06/30,"315",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"24",Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.273980000000000,134.683210000000003
134.07646,-12.64914,Gamargawan,Low,2020/06/30,"316",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"12",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.649139999999999,134.076459999999997
135.94354,-13.04605,Gan Gan,Moderate,2020/06/30,"498",Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"90",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.046049999999999,135.943540000000013
135.02131,-14.474999,Ganiyarrang,Moderate,2020/06/30,"1024",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.474999000000000,135.021310000000000
135.812353,-11.885225,Ganpura,Low,2020/06/30,"499",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"5",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.885225000000000,135.812353000000002
135.80587,-12.50322,Gapuwiyak,High,2020/06/30,"500",Major,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"1085",East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-12.503220000000001,135.805869999999999
135.02095,-12.28204,Garanydjirr,Low,2020/06/30,"963",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"1",Dinybulu Regional Services,Aboriginal Corporation,Yes,Yes,No,-12.282040000000000,135.020949999999999
136.3212916641,-16.0687916665,Garawa 1,Moderate,2020/06/30,"229",Town Camp,No,ERA,Roper Gulf Regional Council,Northern Land Council,"110",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.068791999999998,136.321292000000000
136.3189027778,-16.0739027778,Garawa 2,Moderate,2020/06/30,"992",Town Camp,No,ERA,Roper Gulf Regional Council,Northern Land Council,"56",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.073903000000001,136.318903000000006
135.64751,-16.67496,Garrinjinny,Moderate,2020/06/30,"993",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"8",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.674959999999999,135.647510000000011
135.56284,-12.14861,Garriyak,High,2020/06/30,"504",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.148610000000000,135.562839999999994
136.56918,-12.76305,Garrthalala,Low,2020/06/30,"505",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"50",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.763050000000000,136.569179999999989
134.82029,-12.27306,Gatji,Moderate,2020/06/30,"507",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.273059999999999,134.820290000000000
135.90485,-11.76032,Gawa,Low,2020/06/30,"508",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"57",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.760320000000000,135.904850000000010
136.32037,-12.05218,Gikal,Low,2020/06/30,"509",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"9",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.052180000000000,136.320369999999997
132.48073,-23.97177,Gilbert Springs,Moderate,2020/06/30,"38",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.971769999999999,132.480729999999994
134.81695,-12.33029,Gilirri,High,2020/06/30,"490",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.330290000000000,134.816949999999991
130.53275,-15.78711,Gilwi,Moderate,2020/06/30,"597",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,"36",Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.787110000000000,130.532749999999993
132.60772,-13.57854,Gimbat,High,2020/06/30,"945",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.578540000000000,132.607720000000000
135.78183,-11.91169,Gitan,Moderate,2020/06/30,"510",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.911690000000000,135.781830000000014
134.45751,-12.19925,Gochan Jiny Jirra,Moderate,2020/06/30,"319",Minor,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"38",Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.199249999999999,134.457510000000013
136.15085,-12.06638,Gonguruwuy,Moderate,2020/06/30,"669",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.066380000000001,136.150849999999991
136.09751,-16.15829,Goolminyini,Moderate,2020/06/30,"723",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"40",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.158290000000001,136.097510000000000
134.14587,-13.34621,Gorpulyul,Moderate,2020/06/30,"596",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.346209999999999,134.145870000000002
134.49532,-12.12294,Gorrong-Gorrong,Moderate,2020/06/30,"321",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.122940000000000,134.495319999999992
131.73817,-23.15051,Green Valley,Low,2020/06/30,"44",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"7",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.150510000000001,131.738169999999997
133.80109,-12.250972,Gudjekbin,High,2020/06/30,"740",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.250972000000001,133.801089999999988
132.33842,-11.13042,Gul Gul,High,2020/06/30,"741",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.130420000000001,132.338420000000013
130.4839889,-15.7132556,Gulardi,Moderate,2020/06/30,"24905",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,"23",Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.713255999999999,130.483989000000008
135.82229,-11.91701,Gulmarri,Low,2020/06/30,"512",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"9",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.917009999999999,135.822290000000010
131.09811,-13.13876,Gulngarring,High,2020/06/30,"867",Family Outstation,Yes,Vernon Arafura,Coomalie Community Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.138760000000000,131.098109999999991
136.03855,-19.35439,Gulunguru,High,2020/06/30,"204",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,"2",Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.354389999999999,136.038549999999987
133.99695,-12.32945,Gumarrirnbang,Low,2020/06/30,"328",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"10",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.329450000000000,133.996949999999998
132.1647,-11.1688,Gumeragi,Moderate,2020/06/30,"308",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"2",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.168799999999999,132.164700000000011
137.48038,-17.93534,Gumuluji,High,2020/06/30,"691",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.935340000000000,137.480379999999997
134.76306,-12.06001,Gumuruguru,High,2020/06/30,"497",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.060010000000000,134.763059999999996
133.056,-12.324,Gunbalanya,High,2020/06/30,"329",Major,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"1312",West Arnhem Regional Council,Local Government Association,Yes,Yes,No,-12.324000000000000,133.056000000000012
136.70569,-12.215417,Gunyangara,Moderate,2020/06/30,"514",Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"282",East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-12.215417000000000,136.705690000000004
134.5843,-12.0752,Gupanga,Moderate,2020/06/30,"330",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.075200000000001,134.584300000000013
136.50362,-12.97616,Gurkawuy,Low,2020/06/30,"516",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"15",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.976160000000000,136.503620000000012
134.00904,-12.20644,Gurrgurr,High,2020/06/30,"331",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.206440000000001,134.009039999999999
136.2316805556,-12.5922361111,Gurrumuru,Moderate,2020/06/30,"517",Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"10",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.592236000000000,136.231681000000009
136.80857,-12.0839,Gutjangan,Low,2020/06/30,"804",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"25",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.083900000000000,136.808570000000003
131.88129,-23.44733,Haasts Bluff,Moderate,2020/06/30,"41",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"162",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-23.447330000000001,131.881290000000007
134.36263,-25.69492,Halfway Camp,High,2020/06/30,"845",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.694920000000000,134.362629999999996
135.21349,-20.84606,Hatches Creek,Low,2020/06/30,"903",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,"4",Canteen Creek Owairtilla Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-20.846060000000001,135.213490000000007
132.93914,-12.37053,Hawk Dreaming,Moderate,2020/06/30,"1028",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"2",Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.370530000000000,132.939140000000009
132.7787,-23.9427,Hermannsburg,Moderate,2020/06/30,"43",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"711",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-23.942699999999999,132.778699999999986
134.19703,-19.61773,Hingstons Place,Low,2020/06/30,"973",Family Outstation,No,ERA,Barkly Regional Council,Central Land Council,"5",Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-19.617730000000002,134.197030000000012
134.09553,-15.47477,Hodgson River Station,Moderate,2020/06/30,"600",Minor,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Alawa Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-15.474769999999999,134.095529999999997
133.876575,-23.684046,Hoppys Camp,Low,2020/06/30,"675",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"60",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.684045999999999,133.876575000000003
131.26078,-12.63105,Humpty Doo,Moderate,2020/06/30,"334",Family Outstation,Yes,Vernon Arafura,Litchfield Council,Northern Land Council,"7",Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.631050000000000,131.260780000000011
132.8291,-12.65001,Hunters Camp,Moderate,2020/06/30,"800",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"4",Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.650010000000000,132.829100000000011
136.00501,-16.2152,Ijarra,High,2020/06/30,"813",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.215199999999999,136.005009999999999
133.42931,-22.02145,Ileparratye,Low,2020/06/30,"1005",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"10",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.021450000000002,133.429309999999987
132.49215,-24.53401,Iljitjarri,Moderate,2020/06/30,"24990",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-24.534009999999999,132.492150000000009
132.46504,-23.96461,Ilkarralalama,Moderate,2020/06/30,"45",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.964610000000000,132.465039999999988
134.39411,-21.60913,Illeuwurru,High,2020/06/30,"737",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.609130000000000,134.394110000000012
135.71575,-22.92737,Ilperle,Low,2020/06/30,"709",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"3",Arramwelke Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.927370000000000,135.715750000000014
133.8611,-23.6656,Ilperle-Tyathe,Low,2020/06/30,"48",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"40",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.665600000000001,133.861099999999993
133.9069861086,-23.6999305547,Ilpeye Ilpeye Estate,Low,2020/06/30,"676",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"60",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.699930999999999,133.906985999999989
130.36045,-23.32393,Ilpili,Moderate,2020/06/30,"49",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.323930000000001,130.360449999999986
132.71446,-24.31521,Ilpurla,Moderate,2020/06/30,"1018",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"10",Ilpurla Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.315210000000000,132.714460000000003
136.65003,-19.03222,Iluwurru,High,2020/06/30,"904",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.032219999999999,136.650029999999987
133.8707916665,-23.7438194436,Ilyiperenye,Low,2020/06/30,"50",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"40",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.743818999999998,133.870791999999994
134.68117,-21.04961,Imangara,Moderate,2020/06/30,"250",Minor,No,Alice Springs,Barkly Regional Council,Central Land Council,"81",Barkly Regional Council,Local Government Association,Yes,Yes,No,-21.049610000000001,134.681170000000009
132.56999,-25.13051,Imanpa,Moderate,2020/06/30,"51",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"177",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-25.130510000000001,132.569989999999990
133.56947,-25.15452,Impadna,High,2020/06/30,"20926",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.154520000000002,133.569469999999995
134.96858,-21.21086,Imperrenth,High,2020/06/30,"961",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.210860000000000,134.968580000000003
132.74341,-23.94048,Importna,Low,2020/06/30,"52",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"3",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.940480000000001,132.743410000000011
133.8589583325,-23.7288194436,Inarlenge,Low,2020/06/30,"90",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"64",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.728819000000001,133.858958000000001
133.71324,-23.74118,Inbina Atwatye,Low,2020/06/30,"932",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.741180000000000,133.713240000000013
134.71992,-21.67707,Indaringinya,High,2020/06/30,"15",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,"23",Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.677070000000001,134.719920000000002
129.15249,-23.16827,Ininti,High,2020/06/30,"54",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.168270000000000,129.152490000000000
133.413625,-11.611125,Injilatparri,High,2020/06/30,"336",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.611124999999999,133.413624999999996
131.12911,-22.46523,Injirramurri,Moderate,2020/06/30,"55",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.465229999999998,131.129109999999997
133.10673,-23.07626,Injulkama,High,2020/06/30,"8",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.076260000000001,133.106729999999999
134.84707,-21.82016,Inkawenyerre,Moderate,2020/06/30,"726",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-21.820160000000001,134.847070000000002
134.83153,-22.07951,Inkwelaye,Moderate,2020/06/30,"82",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.079509999999999,134.831529999999987
132.92056,-24.06292,Intjartnama,Low,2020/06/30,"56",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"10",Ngurratjuta Pmara Ntjarra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.062919999999998,132.920559999999995
131.42488,-23.24973,Inyilingi,Moderate,2020/06/30,"59",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.249730000000000,131.424880000000002
132.67808,-23.92556,Ipalala,Low,2020/06/30,"771",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"6",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.925560000000001,132.678079999999994
132.37407,-23.98862,Ipolera,Low,2020/06/30,"60",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.988620000000001,132.374069999999989
132.52876,-11.34201,Irgul Point,Low,2020/06/30,"978",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"4",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.342010000000000,132.528760000000005
133.9052,-23.6941,Irklancha Atwacha,High,2020/06/30,"1025",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.694099999999999,133.905200000000008
130.43571,-12.89499,Iron Stone,High,2020/06/30,"826",Family Outstation,Yes,Vernon Arafura,Un-Incorporate (Cox-Daly),Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.894990000000000,130.435710000000000
135.1345,-22.8462,Irrerlirre,Low,2020/06/30,"703",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"20",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.846200000000000,135.134500000000003
133.69467,-23.75129,Irriltyere (A),Low,2020/06/30,"921",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.751290000000001,133.694670000000002
133.68564,-23.76105,Irriltyere (B),Low,2020/06/30,"922",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.761050000000001,133.685640000000006
136.39475,-21.65405,Irrmarne,High,2020/06/30,"853",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.654050000000002,136.394749999999988
132.33103,-24.62515,Irrowa,Moderate,2020/06/30,"24989",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,No,Yes,No,-24.625150000000001,132.331029999999998
135.11128,-21.97997,Irrultja,Moderate,2020/06/30,"63",Minor,No,Alice Springs,Barkly Regional Council,Central Land Council,"45",Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-21.979970000000002,135.111279999999994
133.65816,-23.766666,Itchy Koo Park,Low,2020/06/30,"935",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"30",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.766666000000001,133.658160000000009
133.59994,-23.76466,Iteyepintye,Low,2020/06/30,"923",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"24",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.764659999999999,133.599940000000004
133.61103,-23.76361,Itperlyenge,Low,2020/06/30,"924",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"15",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.763610000000000,133.611030000000000
133.8716805556,-23.663625,Itwiyethwenge,Moderate,2020/06/30,"64",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"4",Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.663625000000000,133.871680999999995
133.50327,-23.79061,Iwupataka,Low,2020/06/30,"65",Minor,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,,MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-23.790610000000001,133.503269999999986
