X,Y,COMMUNITY,RATING,DATE_RISK,COMMID,COMMTYPE,FPZONE,FMZONE,LGA,ALCOUNCIL,POPULATION,MUNSPROV,MUNSTYPE,FUELREDUC,FIREBREAK,FIREPLAN,LATITUDE,LONGITUDE
134.75934,-20.40628,10 Mile,Low,2020/06/30,"1022",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,"12",Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-20.406279999999999,134.759340000000009
132.37658,-22.466667,10 Mile Outstation,Low,2020/06/30,"1004",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"2",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.466667000000001,132.376579999999990
133.83248,-23.45764,16 Mile Camp,Low,2020/06/30,"783",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"20",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.457640000000001,133.832480000000004
136.54826,-16.08535,20 Mile,High,2020/06/30,"24993",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.085349999999998,136.548259999999999
130.59548,-11.77798,4 Mile Camp,Moderate,2020/06/30,"1006",Family Outstation,No,ERA,Tiwi Islands Regional Council,Tiwi Land Council,"8",Tiwi Islands Regional Council,Local Government Association,Yes,Yes,No,-11.777979999999999,130.595480000000009
131.98296,-23.23265,5 Mile Bore,Low,2020/06/30,"759",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"27",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.232650000000000,131.982959999999991
131.1715,-12.8142,Acacia Larrakia,Moderate,2020/06/30,"279",Family Outstation,Yes,Vernon Arafura,Litchfield Council,Northern Land Council,"34",Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.814200000000000,131.171500000000009
131.97531,-11.24167,Adbanae,High,2020/06/30,"979",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.241669999999999,131.975310000000007
133.93607,-22.21485,Adelaide Bore,Low,2020/06/30,"1",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"15",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.214849999999998,133.936070000000001
132.47559,-11.15182,Adjamarragu,Moderate,2020/06/30,"895",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.151820000000001,132.475590000000011
136.19361,-23.05992,Akarnenehe Well,Moderate,2020/06/30,"787",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.059920000000002,136.193610000000007
133.8612,-23.6928,Akngwertnarre,Low,2020/06/30,"3",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"44",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.692799999999998,133.861199999999997
136.77866,-13.86346,Akwalirrumanja,Moderate,2020/06/30,"959",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,"13",GEBIE Civil and Construction Pty Ltd,Private Enterprise,Yes,Yes,No,-13.863460000000000,136.778660000000002
132.52835,-11.06745,Alamirra,Low,2020/06/30,"280",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"2",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.067449999999999,132.528349999999989
134.21897,-23.09733,Alatyeye,Moderate,2020/06/30,"693",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"7",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-23.097329999999999,134.218970000000013
136.05261,-13.67507,Alharrgan,Low,2020/06/30,"441",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"9",Numbulwar Homelands Council Association Inc,Aboriginal Corporation,Yes,Yes,No,-13.675070000000000,136.052609999999987
134.40694,-21.003334,Ali Curung,Moderate,2020/06/30,"202",Major,No,Alice Springs,Barkly Regional Council,Central Land Council,"580",Barkly Regional Council,Local Government Association,Yes,Yes,No,-21.003333999999999,134.406939999999992
134.22962,-24.88123,Alice Well,Moderate,2020/06/30,"852",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"2",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-24.881229999999999,134.229620000000011
131.82924,-23.27356,Alkipi,Moderate,2020/06/30,"4",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.273560000000000,131.829239999999999
132.46233,-23.95602,Alkngarriintja,Low,2020/06/30,"769",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"10",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.956019999999999,132.462330000000009
133.69436,-23.06533,Alkuptija,Low,2020/06/30,"714",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"24",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.065329999999999,133.694359999999989
131.21242,-25.91526,Alpara,Moderate,2020/06/30,"7",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.915260000000000,131.212420000000009
137.84749,-20.984167,Alpurrurulam,High,2020/06/30,"203",Major,No,Barkly,Barkly Regional Council,Central Land Council,"494",Barkly Regional Council,Local Government Association,Yes,Yes,No,-20.984166999999999,137.847489999999993
134.493324,-23.707758,Alyarpere,Moderate,2020/06/30,"24991",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-23.707757999999998,134.493324000000001
136.81691,-13.80934,Alyingberrma,Moderate,2020/06/30,"442",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.809340000000001,136.816910000000007
133.35147,-22.66949,Alyuen,Low,2020/06/30,"2",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"10",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.669490000000000,133.351470000000006
129.6189,-16.428055,Amanbidji,High,2020/06/30,"622",Major,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,"83",Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-16.428055000000001,129.618899999999996
136.69486,-13.92641,Amanburnunga,High,2020/06/30,"445",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.926410000000001,136.694860000000006
131.1041,-13.2445,Amangal Indigenous Village,Moderate,2020/06/30,"427",Town Camp,Yes,ERA,Coomalie Community Council,Northern Land Council,"32",Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.244500000000000,131.104099999999988
133.45508,-11.59488,Amatjatpalk,Moderate,2020/06/30,"282",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-11.594880000000000,133.455080000000009
134.84166,-21.89767,Amengernterneah,High,2020/06/30,"104",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.897670000000002,134.841659999999990
136.85787,-13.90868,Amirraba,High,2020/06/30,"446",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.908680000000000,136.857869999999991
133.9359861111,-23.7663194436,Amoonguna,Moderate,2020/06/30,"9",Major,No,ERA,MacDonnell Regional Council,Central Land Council,"281",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-23.766318999999999,133.935986000000014
135.22509,-21.65664,Ampilatwatja,High,2020/06/30,"10",Major,No,Alice Springs,Barkly Regional Council,Central Land Council,"491",Barkly Regional Council,Local Government Association,Yes,Yes,No,-21.656639999999999,135.225089999999994
129.12287,-24.92956,Amputjuta,Moderate,2020/06/30,"11",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.929559999999999,129.122870000000006
131.42343,-23.27143,Amundurngua,Low,2020/06/30,"761",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.271429999999999,131.423429999999996
135.76503,-13.60962,Andanangki,Low,2020/06/30,"449",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"12",Numbulwar Homelands Council Association Inc,Aboriginal Corporation,Yes,Yes,No,-13.609620000000000,135.765029999999996
132.27377,-25.03447,Angas Downs,Moderate,2020/06/30,"13",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.034469999999999,132.273770000000013
133.7275,-23.745,Angatyepe,Low,2020/06/30,"916",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"16",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.745000000000001,133.727499999999992
133.48008,-23.74599,Angkerle Arrenge (A),Low,2020/06/30,"917",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"10",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.745989999999999,133.480079999999987
133.47969,-23.73894,Angkerle Arrenge (B),Low,2020/06/30,"918",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"4",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.738939999999999,133.479690000000005
134.21675,-22.55781,Angula,Moderate,2020/06/30,"12",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"14",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.557810000000000,134.216749999999990
136.4605694444,-13.9822361111,Angurugu,High,2020/06/30,"451",Major,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,"1005",East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-13.982236000000000,136.460568999999992
136.72609,-13.91942,Angwura,Moderate,2020/06/30,"960",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,"8",GEBIE Civil and Construction Pty Ltd,Private Enterprise,Yes,Yes,No,-13.919420000000001,136.726089999999999
134.41973,-12.25695,Ankabadbirri,Moderate,2020/06/30,"285",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"12",Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.256950000000000,134.419729999999987
134.56306,-22.23004,Ankerrapw,High,2020/06/30,"170",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.230039999999999,134.563060000000007
133.75517,-21.59675,Ankweleyelengkwe,Moderate,2020/06/30,"823",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.596750000000000,133.755169999999993
134.00116,-21.261694,Annerre,High,2020/06/30,"1021",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.261693999999999,134.001159999999999
133.14445,-21.83473,Anningie,Moderate,2020/06/30,"14",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.834730000000000,133.144450000000006
134.40934,-25.66309,Antere,High,2020/06/30,"788",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.663090000000000,134.409339999999986
133.8793194444,-23.6897916658,Anthelk Ewlpaye,Low,2020/06/30,"16",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"68",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.689792000000001,133.879319000000010
133.8655,-23.7575,Anthepe,Low,2020/06/30,"17",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"60",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.757500000000000,133.865499999999997
133.8708472222,-23.6683472222,Aper Alwerrknge,Moderate,2020/06/30,"19",Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,"19",Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.668347000000001,133.870846999999998
133.39848,-11.52722,Ararlagu,Moderate,2020/06/30,"335",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.527220000000000,133.398480000000006
131.87783,-11.19364,Araru Point,Moderate,2020/06/30,"288",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"8",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.193640000000000,131.877829999999989
134.84618,-22.01371,Arawerr,Moderate,2020/06/30,"147",Minor,No,Alice Springs,Barkly Regional Council,Central Land Council,"76",Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.013710000000000,134.846180000000004
132.27083,-24.073612,Areyonga,Moderate,2020/06/30,"20",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"229",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-24.073612000000001,132.270829999999989
132.81995,-24.52148,Arkanta,Moderate,2020/06/30,"1023",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",Ngurratjuta Pmara Ntjarra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.521480000000000,132.819950000000006
134.77476,-22.08779,Arlparra,Moderate,2020/06/30,"168",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.087789999999998,134.774759999999986
133.38142,-11.75575,Armorran,Low,2020/06/30,"968",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"10",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.755750000000001,133.381419999999991
132.68001,-23.87918,Armstrongs,Low,2020/06/30,"79",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.879180000000002,132.680010000000010
134.97551,-20.51825,Arrawajin,Moderate,2020/06/30,"735",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.518249999999998,134.975510000000014
132.61015,-11.17399,Arrgamurrmur,Moderate,2020/06/30,"893",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.173990000000000,132.610150000000004
133.62608,-23.77981,Arrillhjere,Low,2020/06/30,"919",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"3",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.779810000000001,133.626080000000002
132.82937,-23.98248,Arrkapa,Low,2020/06/30,"21",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.982479999999999,132.829370000000011
132.28147,-22.49935,Arrunge,Moderate,2020/06/30,"910",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"8",Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.499350000000000,132.281470000000013
134.54312,-22.29022,Artekerr,Moderate,2020/06/30,"22",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,"23",Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.290220000000001,134.543119999999988
133.766604,-23.257387,Artekerre,Low,2020/06/30,"712",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"24",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.257387000000001,133.766604000000001
134.86766,-21.91757,Atheley,Moderate,2020/06/30,"729",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-21.917570000000001,134.867660000000001
134.9341,-22.9843,Atitjere,Moderate,2020/06/30,"42",Major,No,Alice Springs,Central Desert Regional Council,Central Land Council,"263",Central Deset Regional Council,Local Government Association,Yes,Yes,Yes,-22.984300000000001,134.934100000000001
131.98389,-23.399445,Atji Creek,Low,2020/06/30,"1015",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.399445000000000,131.983890000000002
134.78721,-22.02622,Atnarara,Moderate,2020/06/30,"146",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.026219999999999,134.787209999999988
134.78911,-23.52358,Atnarpa,Moderate,2020/06/30,"24995",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-23.523579999999999,134.789109999999994
134.61166,-22.03683,Atneltyey,Moderate,2020/06/30,"27",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.036829999999998,134.611660000000001
134.99411,-21.86956,Atnwengerrpe,Moderate,2020/06/30,"23",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,"60",Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-21.869560000000000,134.994110000000006
135.43529,-14.44723,Awumbunyji,Moderate,2020/06/30,"754",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.447229999999999,135.435290000000009
136.97858,-15.74444,Babungi,Low,2020/06/30,"1011",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"5",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-15.744440000000001,136.978579999999994
134.44378,-14.69603,Badawarrka,Moderate,2020/06/30,"577",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"7",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.696030000000000,134.443780000000004
134.46372,-13.75874,Baghetti,Low,2020/06/30,"811",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"5",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-13.758740000000000,134.463719999999995
130.8551527778,-12.416125,Bagot,Moderate,2020/06/30,"290",Town Camp,No,ERA,Darwin City Council,Northern Land Council,"193",Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.416124999999999,130.855153000000001
137.71243,-17.77489,Bajaminyi,High,2020/06/30,"209",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.774889999999999,137.712430000000012
135.84857,-13.24939,Balma,Low,2020/06/30,"456",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"15",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.249390000000000,135.848569999999995
129.08393,-16.95993,Bamboo Springs,High,2020/06/30,"578",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.959930000000000,129.083930000000009
132.651402,-14.47668,Banatjarl,Moderate,2020/06/30,"946",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.476680000000000,132.651401999999990
136.2261,-13.2004,Baniyala,Moderate,2020/06/30,"458",Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"130",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.200400000000000,136.226100000000002
135.87365,-11.83585,Banthula,Low,2020/06/30,"457",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"31",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.835850000000001,135.873649999999998
136.4489,-13.82445,Bardalumba,Low,2020/06/30,"865",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,"12",GEBIE Civil and Construction Pty Ltd,Private Enterprise,Yes,Yes,No,-13.824450000000001,136.448900000000009
134.375,-12.1319,Barnamarrakkakanora,High,2020/06/30,"10634",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.131900000000000,134.375000000000000
130.35876,-15.8716,Barrak Barrak,High,2020/06/30,"699",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.871600000000001,130.358759999999990
134.85057,-13.15658,Barrapunta,Low,2020/06/30,"579",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"12",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-13.156580000000000,134.850570000000005
136.39138,-13.21858,Barraratjpi,Low,2020/06/30,"938",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"8",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.218579999999999,136.391379999999998
134.17529,-12.348625,Barridjowkeng,Low,2020/06/30,"792",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"7",Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.348625000000000,134.175289999999990
136.4649,-12.0086,Barrkira,Moderate,2020/06/30,"888",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"5",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.008599999999999,136.464900000000000
132.8666805556,-14.523625,Barunga,Moderate,2020/06/30,"580",Major,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"427",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.523624999999999,132.866681000000000
135.46968,-16.21512,Bauhinia Downs,Moderate,2020/06/30,"212",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"14",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.215119999999999,135.469680000000011
136.76402,-12.53365,Bawaka,High,2020/06/30,"462",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"2",Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.533650000000000,136.764019999999988
134.92821,-12.04269,Bayagida,Moderate,2020/06/30,"494",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.042690000000000,134.928210000000007
135.86654,-13.15787,Baygurrtji,Moderate,2020/06/30,"463",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.157870000000001,135.866539999999986
134.52565,-25.58297,Beer St Bore,High,2020/06/30,"844",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.582970000000000,134.525650000000013
130.6999,-12.5386,Belyuen,High,2020/06/30,"294",Major,Yes,Vernon Arafura,Belyuen Community Council,Northern Land Council,"193",Belyuen Community Council,Local Government Association,Yes,Yes,No,-12.538600000000001,130.699900000000014
134.50486,-12.07195,Berraja,High,2020/06/30,"295",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.071949999999999,134.504860000000008
133.1142,-14.5548,Beswick,Moderate,2020/06/30,"581",Major,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"624",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.554800000000000,133.114200000000011
132.1815,-14.5502,Binjari,Moderate,2020/06/30,"582",Minor,Yes,Savanna,Katherine Town Council,Northern Land Council,"223",Katherine Town Council,Local Government Association,Yes,Yes,No,-14.550200000000000,132.181500000000000
136.47669,-12.81703,Birany Birany,Moderate,2020/06/30,"464",Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"12",Marngarr Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.817030000000001,136.476689999999991
133.07053,-14.61452,Bishops Bore,High,2020/06/30,"810",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.614520000000001,133.070529999999991
136.5104166,-15.9206167,Black Rock Landing,Moderate,2020/06/30,"24899",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"4",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-15.920617000000000,136.510416999999990
134.02049,-23.32352,Blacktank Bore,Low,2020/06/30,"784",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"18",Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-23.323519999999998,134.020489999999995
131.89688,-23.26181,Blackwater,Low,2020/06/30,"25",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"21",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.261810000000001,131.896880000000010
134.2883,-25.76764,Bloodwood Bore,High,2020/06/30,"843",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.767640000000000,134.288299999999992
133.73583,-19.02411,Blue Bush,Low,2020/06/30,"829",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,"4",Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-19.024110000000000,133.735829999999993
130.61125,-16.00945,Bobs Yard,High,2020/06/30,"698",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.009450000000001,130.611250000000013
134.89628,-12.07688,Bodia,Low,2020/06/30,"465",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"55",Milingimbi & Outstations Progress Resource Association Inc,Aboriginal Corporation,Yes,Yes,No,-12.076879999999999,134.896279999999990
134.41998,-12.41151,Bolkdjam,Low,2020/06/30,"298",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"30",Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.411510000000000,134.419980000000010
135.03925,-14.45061,Boomerang Lagoon,High,2020/06/30,"583",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"10",Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.450609999999999,135.039250000000010
